,id,userId,eventId,homeworkRequestId,classId,documentId,message,priority,creationDate,lastModificationDate,expirationDate,notificationType,sphere,title
613,5f73387f046ca50001ad465b,5f73387e046ca50001ad4658,,,,,Trouvez la classe de vos enfants,1,2020-09-29 15:37,2021-02-15 14:07,2020-09-29 03:39,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
614,5f739efe046ca50001ad4747,5f739efe046ca50001ad4746,,,,,Pour voir tous les events,1,2020-09-29 22:54,2021-02-15 14:07,2020-10-14 22:54,SETUP_CALENDAR,HOME,Synchronisez vos agendas
615,5f739efe046ca50001ad4748,5f739efe046ca50001ad4746,,,,,Partagez les devoirs et l''agenda de la classe,2,2020-09-29 22:54,2021-02-15 14:07,2020-10-14 22:54,SETUP_SCHOOL,SCHOOL,Découvrez la sphère école
616,5f735583fb6eb600013ddca1,5f1099c1287d3e0001cc75b9,,,5f4e27ab2447780001556cf0,5f735583fb6eb600013ddc9f,Marie Lewin a déposé l'exercice de Histoire- rédaction grottes parietales de la classe 6ème B pour mercredi 30 septembre,1,2020-09-29 17:40,2021-02-15 14:07,2021-01-06 16:14,HOMEWORK_RESPONSE,SCHOOL,
617,5f735583fb6eb600013ddca2,5f64de18722f7500016ed76b,,,5f4e27ab2447780001556cf0,5f735583fb6eb600013ddc9f,Marie Lewin a déposé l'exercice de Histoire- rédaction grottes parietales de la classe 6ème B pour mercredi 30 septembre,1,2020-09-29 17:40,2021-02-15 14:07,2020-09-30 02:00,HOMEWORK_RESPONSE,SCHOOL,
618,5f73a32dfb6eb600013ddcf7,5f73a32dfb6eb600013ddcf6,,,,,Pour voir tous les events,1,2020-09-29 23:12,2021-02-15 14:07,2020-10-14 23:12,SETUP_CALENDAR,HOME,Synchronisez vos agendas
619,5f74171f046ca50001ad476d,5f74171f046ca50001ad476c,,,,,Pour voir tous les events,1,2020-09-30 07:26,2021-02-15 14:07,2020-09-30 07:29,SETUP_CALENDAR,HOME,Synchronisez vos agendas
620,5f74171f046ca50001ad476e,5f74171f046ca50001ad476c,,,,,Partagez les devoirs et l''agenda de la classe,2,2020-09-30 07:26,2021-02-15 14:07,2020-09-30 07:34,SETUP_SCHOOL,SCHOOL,Découvrez la sphère école
621,5f734229fb6eb600013ddc44,5f734228fb6eb600013ddc42,,,,,Partagez les devoirs et l''agenda de la classe,2,2020-09-29 16:18,2021-02-15 14:07,2020-09-29 04:19,SETUP_SCHOOL,SCHOOL,Découvrez la sphère école
622,5f73a32dfb6eb600013ddcf9,5f73a32dfb6eb600013ddcf6,,,,,Trouvez la classe de vos enfants,1,2020-09-29 23:12,2021-02-15 14:07,2020-10-14 23:12,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
623,5f739efe046ca50001ad4749,5f739efe046ca50001ad4746,,,,,Trouvez la classe de vos enfants,1,2020-09-29 22:54,2021-02-15 14:07,2020-10-14 22:54,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
624,5f73a32dfb6eb600013ddcf8,5f73a32dfb6eb600013ddcf6,,,,,Partagez les devoirs et l''agenda de la classe,2,2020-09-29 23:12,2021-02-15 14:07,2020-09-29 11:14,SETUP_SCHOOL,SCHOOL,Découvrez la sphère école
625,5f74171f046ca50001ad476f,5f74171f046ca50001ad476c,,,,,Trouvez la classe de vos enfants,1,2020-09-30 07:26,2021-02-15 14:07,2020-09-30 07:34,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
626,5f745e30046ca50001ad4816,5f745e30046ca50001ad4813,,,,,Trouvez la classe de vos enfants,1,2020-09-30 12:30,2021-02-15 14:07,2020-10-15 12:30,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
627,5f745e30046ca50001ad4814,5f745e30046ca50001ad4813,,,,,Pour voir tous les events,1,2020-09-30 12:30,2021-02-15 14:07,2020-09-30 12:35,SETUP_CALENDAR,HOME,Synchronisez vos agendas
628,5f745e30046ca50001ad4815,5f745e30046ca50001ad4813,,,,,Partagez les devoirs et l''agenda de la classe,2,2020-09-30 12:30,2021-02-15 14:07,2020-10-15 12:30,SETUP_SCHOOL,SCHOOL,Découvrez la sphère école
629,5f746cec046ca50001ad482f,5f746ceb046ca50001ad482e,,,,,Pour voir tous les events,1,2020-09-30 13:33,2021-02-15 14:07,2020-10-15 13:33,SETUP_CALENDAR,HOME,Synchronisez vos agendas
630,5f746bfa046ca50001ad482b,5f746bf9046ca50001ad482a,,,,,Pour voir tous les events,1,2020-09-30 13:28,2021-02-15 14:07,2020-10-15 13:28,SETUP_CALENDAR,HOME,Synchronisez vos agendas
631,5f746bfa046ca50001ad482d,5f746bf9046ca50001ad482a,,,,,Trouvez la classe de vos enfants,1,2020-09-30 13:28,2021-02-15 14:07,2020-10-15 13:28,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
632,5f746bfa046ca50001ad482c,5f746bf9046ca50001ad482a,,,,,Partagez les devoirs et l''agenda de la classe,2,2020-09-30 13:28,2021-02-15 14:07,2020-10-15 13:28,SETUP_SCHOOL,SCHOOL,Découvrez la sphère école
633,5f74c7fffb6eb600013dde0d,5f74c7fefb6eb600013dde0c,,,,,Pour voir tous les events,1,2020-09-30 20:01,2021-02-15 14:07,2020-10-15 20:01,SETUP_CALENDAR,HOME,Synchronisez vos agendas
