,id,level,name,schoolYear,creationDate,nbChild,secteur_public_prive_libe,appellation_officielle,code_postal_uai,code_commune,libelle_commune,localite_acheminement_uai,libelle_departement,libelle_region,geometry_type,coordinatesLat,coordinatesLong,lastModificationDate,coordinates,nbArchivedChildren,cacheMap
10,5f4e46f02447780001556df3,6ème,6ieme 1 ,2020-2021,2020-09-01 15:04,2.0,Privé,Collège privé Montalembert,94736,94052,Nogent-sur-Marne,NOGENT SUR MARNE CEDEX,Val-de-Marne,Ile-de-France,Point,48.83844427,2.47168319,2021-02-15 14:07,"48.83844426523725,2.4716831854648893",0.0,🔵 eyJpIjoiNDguODM4NDQ0MjY1MjM3MjUsMi40NzE2ODMxODU0NjQ4ODkzIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguODM4NDQ0LCJsbmciOjIuNDcxNjgzLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
11,5f4e61b8c154d5000100b02a,CM1,Cm1 bleu,2020-2021,2020-09-01 16:59,0.0,Privé,Collège privé Montalembert,94736,94052,Nogent-sur-Marne,NOGENT SUR MARNE CEDEX,Val-de-Marne,Ile-de-France,Point,48.83844427,2.47168319,2021-02-15 14:07,"48.83844426523725,2.4716831854648893",1.0,🔵 eyJpIjoiNDguODM4NDQ0MjY1MjM3MjUsMi40NzE2ODMxODU0NjQ4ODkzIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguODM4NDQ0LCJsbmciOjIuNDcxNjgzLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
12,5f4e9e9295deff00018e9a13,Petite section,test,2020-2021,2020-09-01 21:18,1.0,Privé,Ecole Elémentaire Privée Maison des Enfants,93100,93048,Montreuil,MONTREUIL,Seine-Saint-Denis,Ile-de-France,Point,48.87481011,2.45842207,2021-02-15 14:07,"48.87481011164852,2.458422072237634",0.0,🔵 eyJpIjoiNDguODc0ODEwMTExNjQ4NTIsMi40NTg0MjIwNzIyMzc2MzQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0OC44NzQ4MSwibG5nIjoyLjQ1ODQyMiwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
13,5f4fc38c95deff00018ea3f0,3ème,3ėme E,2020-2021,2020-09-02 18:08,1.0,Privé,Collège privé Saint Louis,1120,01142,Dagneux,DAGNEUX,Ain,Auvergne-Rhône-Alpes,Point,45.85143792,5.06833069,2021-02-15 14:07,"45.851437915975715,5.068330688449311",0.0,🔵 eyJpIjoiNDUuODUxNDM3OTE1OTc1NzE1LDUuMDY4MzMwNjg4NDQ5MzExIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDUuODUxNDM4LCJsbmciOjUuMDY4MzMxLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
14,5f4fc37095deff00018ea3ec,3ème,E,2020-2021,2020-09-02 18:08,0.0,Privé,Collège privé Saint Louis,1120,01142,Dagneux,DAGNEUX,Ain,Auvergne-Rhône-Alpes,Point,45.85143792,5.06833069,2021-02-15 14:07,"45.851437915975715,5.068330688449311",0.0,🔵 eyJpIjoiNDUuODUxNDM3OTE1OTc1NzE1LDUuMDY4MzMwNjg4NDQ5MzExIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDUuODUxNDM4LCJsbmciOjUuMDY4MzMxLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
15,5f4f5b6c95deff00018e9fca,CE2,$level,2020-2021,2020-09-02 10:44,0.0,Public,Ecole primaire Irène Joliot-Curie,94500,94017,Champigny-sur-Marne,CHAMPIGNY SUR MARNE,Val-de-Marne,Ile-de-France,Point,48.8225717,2.50735199,2021-02-15 14:07,"48.822571698485966,2.5073519945666627",1.0,🔵 eyJpIjoiNDguODIyNTcxNjk4NDg1OTY2LDIuNTA3MzUxOTk0NTY2NjYyNyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjgyMjU3MiwibG5nIjoyLjUwNzM1MiwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
16,5f4ec9cb95deff00018e9cf8,4ème,4ieme 4,2020-2021,2020-09-02 00:23,2.0,Privé,Collège privé Montalembert,94736,94052,Nogent-sur-Marne,NOGENT SUR MARNE CEDEX,Val-de-Marne,Ile-de-France,Point,48.83844427,2.47168319,2021-02-15 14:07,"48.83844426523725,2.4716831854648893",0.0,🔵 eyJpIjoiNDguODM4NDQ0MjY1MjM3MjUsMi40NzE2ODMxODU0NjQ4ODkzIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguODM4NDQ0LCJsbmciOjIuNDcxNjgzLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
17,5f4fc3cf95deff00018ea428,CM2,CM2 A,2020-2021,2020-09-02 18:09,0.0,Privé,Ecole primaire privée Saint Louis,1120,01142,Dagneux,DAGNEUX,Ain,Auvergne-Rhône-Alpes,Point,45.85143516,5.06794,2021-02-15 14:07,"45.851435159436306,5.06793999670826",0.0,🔵 eyJpIjoiNDUuODUxNDM1MTU5NDM2MzA2LDUuMDY3OTM5OTk2NzA4MjYiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0NS44NTE0MzUsImxuZyI6NS4wNjc5NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
18,5f4e27ab2447780001556cf0,6ème,6ème B,2020-2021,2020-09-01 12:51,10.0,Public,Collège Jean-Baptiste Poquelin,75001,75101,Paris  1er Arrondissement,PARIS,Paris,Ile-de-France,Point,48.86452277,2.33530729,2021-02-15 14:07,"48.86452276563762,2.3353072908616315",0.0,🔵 eyJpIjoiNDguODY0NTIyNzY1NjM3NjIsMi4zMzUzMDcyOTA4NjE2MzE1IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguODY0NTIzLCJsbmciOjIuMzM1MzA3LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
19,5f4fca8f95deff00018ea4e1,3ème,34,2020-2021,2020-09-02 18:38,0.0,Public,Ecole élémentaire,77390,77004,Andrezel,ANDREZEL,Seine-et-Marne,Ile-de-France,Point,48.61164069,2.81456509,2021-02-15 14:07,"48.611640693806834,2.8145650910346887",0.0,🔵 eyJpIjoiNDguNjExNjQwNjkzODA2ODM0LDIuODE0NTY1MDkxMDM0Njg4NyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjYxMTY0MSwibG5nIjoyLjgxNDU2NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
20,5f4fc3d095deff00018ea42a,CM2,CM2 A,2020-2021,2020-09-02 18:09,1.0,Privé,Ecole primaire privée Saint Louis,1120,01142,Dagneux,DAGNEUX,Ain,Auvergne-Rhône-Alpes,Point,45.85143516,5.06794,2021-02-15 14:07,"45.851435159436306,5.06793999670826",0.0,🔵 eyJpIjoiNDUuODUxNDM1MTU5NDM2MzA2LDUuMDY3OTM5OTk2NzA4MjYiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0NS44NTE0MzUsImxuZyI6NS4wNjc5NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
21,5f4fca8795deff00018ea4df,3ème,34,2020-2021,2020-09-02 18:38,0.0,Public,Ecole élémentaire,77390,77004,Andrezel,ANDREZEL,Seine-et-Marne,Ile-de-France,Point,48.61164069,2.81456509,2021-02-15 14:07,"48.611640693806834,2.8145650910346887",1.0,🔵 eyJpIjoiNDguNjExNjQwNjkzODA2ODM0LDIuODE0NTY1MDkxMDM0Njg4NyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjYxMTY0MSwibG5nIjoyLjgxNDU2NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
22,5f50818477aa1e0001aa791a,CE2,CE2A LBA,2020-2021,2020-09-03 07:39,1.0,Public,Ecole élémentaire publique Léon Bourgeois A,92700,92025,Colombes,COLOMBES,Hauts-de-Seine,Ile-de-France,Point,48.91484196,2.24416233,2021-02-15 14:07,"48.91484195762556,2.2441623306083924",0.0,🔵 eyJpIjoiNDguOTE0ODQxOTU3NjI1NTYsMi4yNDQxNjIzMzA2MDgzOTI0IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguOTE0ODQyLCJsbmciOjIuMjQ0MTYyLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
23,5f5130b92e23400001585152,6ème,6ème 8,2020-2021,2020-09-03 20:06,2.0,Public,Collège Petite Lande,44404,44143,Rezé,REZE CEDEX,Loire-Atlantique,Pays de la Loire,Point,47.17848753,-1.55013722,2021-02-15 14:07,"47.178487527400456,-1.5501372199900672",0.0,🔵 eyJpIjoiNDcuMTc4NDg3NTI3NDAwNDU2LC0xLjU1MDEzNzIxOTk5MDA2NzIiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Ny4xNzg0ODgsImxuZyI6LTEuNTUwMTM3LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
24,5f51305a2e23400001585142,3ème,3ème 4,2020-2021,2020-09-03 20:05,2.0,Public,Collège Petite Lande,44404,44143,Rezé,REZE CEDEX,Loire-Atlantique,Pays de la Loire,Point,47.17848753,-1.55013722,2021-02-15 14:07,"47.178487527400456,-1.5501372199900672",0.0,🔵 eyJpIjoiNDcuMTc4NDg3NTI3NDAwNDU2LC0xLjU1MDEzNzIxOTk5MDA2NzIiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Ny4xNzg0ODgsImxuZyI6LTEuNTUwMTM3LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
25,5f51ddb7e53f760001066591,CM2,$level,2020-2021,2020-09-04 08:24,0.0,Public,Ecole élémentaire,77163,77466,Tigeaux,TIGEAUX,Seine-et-Marne,Ile-de-France,Point,48.82515338,2.90190009,2021-02-15 14:07,"48.82515337836637,2.9019000874421566",0.0,🔵 eyJpIjoiNDguODI1MTUzMzc4MzY2MzcsMi45MDE5MDAwODc0NDIxNTY2IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguODI1MTUzLCJsbmciOjIuOTAxOSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
26,5f521e4e3251710001cd25b6,5ème,5d,2020-2021,2020-09-04 13:00,0.0,Public,Collège Blaise Cendrars,94470,94004,Boissy-Saint-Léger,BOISSY ST LEGER,Val-de-Marne,Ile-de-France,Point,48.74839235,2.50911546,2021-02-15 14:07,"48.74839234636122,2.5091154586194677",0.0,🔵 eyJpIjoiNDguNzQ4MzkyMzQ2MzYxMjIsMi41MDkxMTU0NTg2MTk0Njc3IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguNzQ4MzkyLCJsbmciOjIuNTA5MTE1LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
27,5f51dcede53f76000106657a,3ème,A,2020-2021,2020-09-04 08:21,1.0,Public,Collège Mon Plaisir,77580,77142,Crécy-la-Chapelle,CRECY LA CHAPELLE,Seine-et-Marne,Ile-de-France,Point,48.8593402,2.91548711,2021-02-15 14:07,"48.859340204550364,2.915487106512192",0.0,🔵 eyJpIjoiNDguODU5MzQwMjA0NTUwMzY0LDIuOTE1NDg3MTA2NTEyMTkyIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguODU5MzQsImxuZyI6Mi45MTU0ODcsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaTg3MG45QkdJT1VWZDFDIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGJKbE1CSklkMWdCY2xxIn0sImUiOjB9
28,5f521e4d748aac000159392b,5ème,5d,2020-2021,2020-09-04 13:00,0.0,Public,Collège Blaise Cendrars,94470,94004,Boissy-Saint-Léger,BOISSY ST LEGER,Val-de-Marne,Ile-de-France,Point,48.74839235,2.50911546,2021-02-15 14:07,"48.74839234636122,2.5091154586194677",0.0,🔵 eyJpIjoiNDguNzQ4MzkyMzQ2MzYxMjIsMi41MDkxMTU0NTg2MTk0Njc3IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguNzQ4MzkyLCJsbmciOjIuNTA5MTE1LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
29,5f5151daaf30ae0001e6230e,CM1,CM1B,2020-2021,2020-09-03 22:28,1.0,Public,Ecole élémentaire publique Logie-Cayla,92400,92026,Courbevoie,COURBEVOIE,Hauts-de-Seine,Ile-de-France,Point,48.90050853,2.26583858,2021-02-15 14:07,"48.900508526435644,2.2658385809415056",0.0,🔵 eyJpIjoiNDguOTAwNTA4NTI2NDM1NjQ0LDIuMjY1ODM4NTgwOTQxNTA1NiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjkwMDUwOSwibG5nIjoyLjI2NTgzOSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
30,5f5164532e2340000158526d,5ème,5D,2020-2021,2020-09-03 23:46,0.0,Public,Collège Josquin des Prés,59163,59153,Condé-sur-l'Escaut,CONDE SUR L ESCAUT,Nord,Hauts-de-France,Point,50.45846029,3.58531053,2021-02-15 14:07,"50.4584602905091,3.585310527359675",0.0,🔵 eyJpIjoiNTAuNDU4NDYwMjkwNTA5MSwzLjU4NTMxMDUyNzM1OTY3NSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjUwLjQ1ODQ2LCJsbmciOjMuNTg1MzExLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
31,5f51f9323251710001cd24e2,5ème,$level,2020-2021,2020-09-04 10:22,1.0,Public,Collège Blaise Cendrars,94470,94004,Boissy-Saint-Léger,BOISSY ST LEGER,Val-de-Marne,Ile-de-France,Point,48.74839235,2.50911546,2021-02-15 14:07,"48.74839234636122,2.5091154586194677",0.0,🔵 eyJpIjoiNDguNzQ4MzkyMzQ2MzYxMjIsMi41MDkxMTU0NTg2MTk0Njc3IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDguNzQ4MzkyLCJsbmciOjIuNTA5MTE1LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
32,5f54d22f9ecb0200010261dd,CP,CP,2020-2021,2020-09-06 14:12,1.0,Public,Ecole primaire Voltaire,59120,59360,Loos,LOOS,Nord,Hauts-de-France,Point,50.61389619,3.01126004,2021-02-15 14:07,"50.613896188517906,3.011260036853466",0.0,🔵 eyJpIjoiNTAuNjEzODk2MTg4NTE3OTA2LDMuMDExMjYwMDM2ODUzNDY2IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NTAuNjEzODk2LCJsbmciOjMuMDExMjYsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaTg3MG45QkdJT1VWZDFDIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGJKbE1CSklkMWdCY2xxIn0sImUiOjB9
33,5f54d1df85b2260001876b97,CE2,CE2,2020-2021,2020-09-06 14:11,1.0,Public,Ecole primaire Voltaire,59120,59360,Loos,LOOS,Nord,Hauts-de-France,Point,50.61389619,3.01126004,2021-02-15 14:07,"50.613896188517906,3.011260036853466",0.0,🔵 eyJpIjoiNTAuNjEzODk2MTg4NTE3OTA2LDMuMDExMjYwMDM2ODUzNDY2IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NTAuNjEzODk2LCJsbmciOjMuMDExMjYsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaTg3MG45QkdJT1VWZDFDIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGJKbE1CSklkMWdCY2xxIn0sImUiOjB9
34,5f55544085b2260001876cf2,4ème,4eC,2020-2021,2020-09-06 23:27,0.0,Public,Collège René Cassin,72290,72023,Ballon-Saint Mars,BALLON ST MARS,Sarthe,Pays de la Loire,Point,48.17385545,0.24138087,2021-02-15 14:07,"48.17385544781543,0.24138087100123407",0.0,🔵 eyJpIjoiNDguMTczODU1NDQ3ODE1NDMsMC4yNDEzODA4NzEwMDEyMzQwNyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjE3Mzg1NSwibG5nIjowLjI0MTM4MSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
35,5f5544569ecb0200010262b6,CM2,Mr Vayriot ,2020-2021,2020-09-06 22:19,1.0,Public,école élémentaire Saint Exupéry,57970,57757,Yutz,YUTZ,Moselle,Grand Est,Point,49.35960794,6.20203133,2021-02-15 14:07,"49.35960794312353,6.202031331452108",0.0,🔵 eyJpIjoiNDkuMzU5NjA3OTQzMTIzNTMsNi4yMDIwMzEzMzE0NTIxMDgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0OS4zNTk2MDgsImxuZyI6Ni4yMDIwMzEsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaTg3MG45QkdJT1VWZDFDIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGJKbE1CSklkMWdCY2xxIn0sImUiOjB9
36,5f5554da9ecb02000102634d,6ème,C,2020-2021,2020-09-06 23:30,0.0,Public,Collège René Cassin,72290,72023,Ballon-Saint Mars,BALLON ST MARS,Sarthe,Pays de la Loire,Point,48.17385545,0.24138087,2021-02-15 14:07,"48.17385544781543,0.24138087100123407",0.0,🔵 eyJpIjoiNDguMTczODU1NDQ3ODE1NDMsMC4yNDEzODA4NzEwMDEyMzQwNyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjE3Mzg1NSwibG5nIjowLjI0MTM4MSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
37,5f5554da85b2260001876d08,6ème,C,2020-2021,2020-09-06 23:30,0.0,Public,Collège René Cassin,72290,72023,Ballon-Saint Mars,BALLON ST MARS,Sarthe,Pays de la Loire,Point,48.17385545,0.24138087,2021-02-15 14:07,"48.17385544781543,0.24138087100123407",0.0,🔵 eyJpIjoiNDguMTczODU1NDQ3ODE1NDMsMC4yNDEzODA4NzEwMDEyMzQwNyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjE3Mzg1NSwibG5nIjowLjI0MTM4MSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
38,5f55552f85b2260001876d0e,6ème,6eC,2020-2021,2020-09-06 23:31,0.0,Public,Collège René Cassin,72290,72023,Ballon-Saint Mars,BALLON ST MARS,Sarthe,Pays de la Loire,Point,48.17385545,0.24138087,2021-02-15 14:07,"48.17385544781543,0.24138087100123407",0.0,🔵 eyJpIjoiNDguMTczODU1NDQ3ODE1NDMsMC4yNDEzODA4NzEwMDEyMzQwNyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjE3Mzg1NSwibG5nIjowLjI0MTM4MSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
39,5f5555049ecb020001026352,6ème,6eC,2020-2021,2020-09-06 23:30,0.0,Public,Collège René Cassin,72290,72023,Ballon-Saint Mars,BALLON ST MARS,Sarthe,Pays de la Loire,Point,48.17385545,0.24138087,2021-02-15 14:07,"48.17385544781543,0.24138087100123407",0.0,🔵 eyJpIjoiNDguMTczODU1NDQ3ODE1NDMsMC4yNDEzODA4NzEwMDEyMzQwNyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjE3Mzg1NSwibG5nIjowLjI0MTM4MSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
40,5f5554409ecb020001026339,4ème,4eC,2020-2021,2020-09-06 23:27,1.0,Public,Collège René Cassin,72290,72023,Ballon-Saint Mars,BALLON ST MARS,Sarthe,Pays de la Loire,Point,48.17385545,0.24138087,2021-02-15 14:07,"48.17385544781543,0.24138087100123407",0.0,🔵 eyJpIjoiNDguMTczODU1NDQ3ODE1NDMsMC4yNDEzODA4NzEwMDEyMzQwNyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ4LjE3Mzg1NSwibG5nIjowLjI0MTM4MSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
41,5f5557fa85b2260001876d43,2nde,$level,2020-2021,2020-09-06 23:43,1.0,Public,Lycée général et technologique Léonard de Vinci,37402,37003,Amboise,AMBOISE CEDEX,Indre-et-Loire,Centre-Val de Loire,Point,47.40099681,0.98240657,2021-02-15 14:07,"47.400996812905795,0.9824065696086238",0.0,🔵 eyJpIjoiNDcuNDAwOTk2ODEyOTA1Nzk1LDAuOTgyNDA2NTY5NjA4NjIzOCIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ3LjQwMDk5NywibG5nIjowLjk4MjQwNywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpODcwbjlCR0lPVVZkMUMiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkYkpsTUJKSWQxZ0JjbHEifSwiZSI6MH0=
42,5f55573f85b2260001876d25,CAP,cap,2020-2021,2020-09-06 23:40,1.0,Public,"Lycée professionnel Beauregard - Lycée des métiers du tertiaire, de la maintenance et de l'électrotechnique",37110,37063,Château-Renault,CHATEAU RENAULT,Indre-et-Loire,Centre-Val de Loire,Point,47.58539827,0.90844659,2021-02-15 14:07,"47.58539827045461,0.9084465884195522",0.0,🔵 eyJpIjoiNDcuNTg1Mzk4MjcwNDU0NjEsMC45MDg0NDY1ODg0MTk1NTIyIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDcuNTg1Mzk4LCJsbmciOjAuOTA4NDQ3LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
43,5f56aa8e85b2260001876f54,3ème,3e A,2020-2021,2020-09-07 23:47,1.0,Public,Collège Marc Jeanjean,17160,17224,Matha,MATHA,Charente-Maritime,Nouvelle-Aquitaine,Point,45.86853884,-0.31339793,2021-02-15 14:07,"45.868538838451016,-0.3133979341640901",0.0,🔵 eyJpIjoiNDUuODY4NTM4ODM4NDUxMDE2LC0wLjMxMzM5NzkzNDE2NDA5MDEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0NS44Njg1MzksImxuZyI6LTAuMzEzMzk4LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGk4NzBuOUJHSU9VVmQxQyJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRiSmxNQkpJZDFnQmNscSJ9LCJlIjowfQ==
