id,username,firstName,lastName,nbPhoneNumbers,nbEmails,city,groupChildSize,groupPersoSize,creationDate,lastModificationDate,mapAttributs
5f0fffc8287d3e0001cc73c1,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,1,0,2020-05-01 02:00,2021-02-15 14:07,
5e617d8f9fed0e00015600aa,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5ef877b619cf1b0001c97251,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5f214362201ae80001461819,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5ef874e519cf1b0001c97250,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5e617dc79fed0e00015600b3,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5e617db09fed0e00015600af,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5f2274e05daffe0001ead625,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,,1,0,2020-05-01 02:00,2021-02-15 14:07,
5f0fd180287d3e0001cc714e,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,3,0,2020-05-01 02:00,2021-02-15 14:07,
5f3eddf271aa2c00010bd70d,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5e6210e29fed0e00015600bc,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5f2fcabad733ce0001f53c7f,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5f15765284e9da00016db972,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,1,2020-05-01 02:00,2021-02-15 14:07,
5e6210ac9fed0e00015600b5,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,461,2020-05-01 02:00,2021-02-15 14:07,
5e617d9f9fed0e00015600ac,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,225,2020-05-01 02:00,2021-02-15 14:07,
5e617d969fed0e00015600ab,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5f106f3e287d3e0001cc758a,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,2,0,2020-05-01 02:00,2021-02-15 14:07,
5f35132e766cdf0001e3d68c,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5f22a19c5daffe0001ead687,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5efc317619cf1b0001c97254,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5f3bed2a71aa2c00010bd35c,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,1,0,2020-05-01 02:00,2021-02-15 14:07,
5f226084201ae800014618da,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5f100159287d3e0001cc73e2,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,0,0,2020-05-01 02:00,2021-02-15 14:07,
5e58e79576c3f600016baadc,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,La Saussaye,2,36,2020-08-26 10:44,2021-03-09 08:01,
5e5ccf59026b4800016b27b0,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,,4,391,2020-08-26 18:47,2021-03-10 17:54,
5f1099c1287d3e0001cc75b9,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,,1,157,2020-08-26 19:02,2021-02-15 14:07,
5f46a25b4ded6f0001f024d7,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-08-26 19:56,2021-02-15 14:07,
5e5e2cb73dc85e0001e90672,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,,4,557,2020-08-26 22:19,2021-02-17 12:22,
5f473e074ded6f0001f0250a,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,2,0,2020-08-27 07:00,2021-02-15 14:07,
5f490fa94ded6f0001f0269e,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,2,209,2020-08-28 16:07,2021-02-15 14:07,
5f49104e4ded6f0001f026a3,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-08-28 16:10,2021-02-15 14:07,
5f4910754ded6f0001f026a7,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-08-28 16:11,2021-02-15 14:07,
5f4910dd4ded6f0001f026ab,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-08-28 16:12,2021-02-15 14:07,
5f4911344ded6f0001f026eb,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-08-28 16:14,2021-02-15 14:07,
5ec23afd7b059100010baa8b,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,1,123,2020-08-28 16:15,2021-02-15 14:07,
5f350e7e766cdf0001e3d68b,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,0,,1,253,2020-08-28 16:16,2021-02-15 14:07,
5f4911ef4ded6f0001f0271d,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,,3,44,2020-08-28 16:17,2021-02-15 14:07,
5f4913c44ded6f0001f02a53,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,9,2020-08-28 16:25,2021-02-15 14:07,
5f49187f4ded6f0001f032cf,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,191,2020-08-28 16:45,2021-02-15 14:07,
5f4918df4ded6f0001f032fd,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-08-28 16:46,2021-02-15 14:07,
5f4919db4ded6f0001f0345b,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-08-28 16:51,2021-02-15 14:07,
5f491b004ded6f0001f0360a,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-08-28 16:56,2021-02-15 14:07,
5f491b984ded6f0001f03669,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-08-28 16:58,2021-02-15 14:07,
5f0c748afa71ee000118defb,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,0,,1,0,2020-08-29 16:12,2021-02-15 14:07,
5e617d019fed0e00015600a9,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,2,265,2020-08-30 13:38,2021-03-07 20:07,
5f4ba0cd4ded6f0001f03e4b,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-08-30 14:51,2021-02-15 14:07,
5f4d2e2e4ded6f0001f03fa7,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,2,0,2020-08-31 19:06,2021-02-15 14:07,
5f4d55b54ded6f0001f03fe4,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-08-31 21:55,2021-02-15 14:07,
5f4dcb403ddf8b0001942b03,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,206,2020-09-01 06:17,2021-02-15 14:07,
5f4e27cdd8697f000113a366,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-01 12:51,2021-02-15 14:07,
5f4e2e372447780001556d1b,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-01 13:19,2021-02-15 14:07,
5f4e3b972447780001556d25,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-01 14:16,2021-02-15 14:07,
5f21948b201ae8000146183c,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,,3,297,2020-09-01 15:43,2021-02-15 14:07,
5e6210de9fed0e00015600bb,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,chatenay,0,424,2020-09-01 15:48,2021-02-15 14:07,
5e6210c79fed0e00015600b8,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,66,2020-09-01 16:14,2021-02-15 14:07,
5f4e5d18c154d5000100afd4,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,1,2020-09-01 16:39,2021-02-15 14:07,
5f4e5f80c154d5000100afe8,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,2,497,2020-09-01 16:49,2021-02-15 14:07,
5f4e8dda95deff00018e979c,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-01 20:07,2021-02-15 14:07,
5f4e908895deff00018e9812,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-01 20:18,2021-02-15 14:07,
5e6210c09fed0e00015600b7,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,2,5,2020-09-01 20:30,2021-02-15 14:07,
5f4e9da295deff00018e99c2,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,3,2,2020-09-01 21:14,2021-02-15 14:07,
5f4ea4e695deff00018e9b41,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,,0,0,2020-09-01 21:45,2021-02-15 14:07,
5f4eab0895deff00018e9be4,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-01 22:11,2021-02-15 14:07,
5f4ebe1d95deff00018e9c33,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-01 23:33,2021-02-15 14:07,
5f4f22d995deff00018e9d72,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 06:43,2021-02-15 14:07,
5f4f25c395deff00018e9d88,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 06:55,2021-02-15 14:07,
5f4f351c95deff00018e9d95,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 08:01,2021-02-15 14:07,
5f4f3f5295deff00018e9d99,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 08:44,2021-02-15 14:07,
5f4f487695deff00018e9dcf,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-02 09:23,2021-02-15 14:07,
5e617db69fed0e00015600b0,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,559,2020-09-02 09:39,2021-03-11 10:57,
5f4f4f0c95deff00018e9edc,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-02 09:51,2021-02-15 14:07,
5f4f4f3095deff00018e9ee0,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 09:52,2021-02-15 14:07,
5f4f501b95deff00018e9efc,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 09:56,2021-02-15 14:07,
5f4f512695deff00018e9f37,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 10:00,2021-02-15 14:07,
5e6210b49fed0e00015600b6,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-02 10:42,2021-02-15 14:07,
5f4f6a7a95deff00018e9fe3,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 11:48,2021-02-15 14:07,
5f4fc96195deff00018ea47e,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,,2,91,2020-09-02 18:33,2021-02-15 14:07,
5f4fcfc395deff00018ea637,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 19:00,2021-02-15 14:07,
5f4fed2a95deff00018ea6e3,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-02 21:06,2021-02-15 14:07,
5f4ff66677aa1e0001aa7819,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-02 21:45,2021-02-15 14:07,
5f50089377aa1e0001aa7869,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-02 23:03,2021-02-15 14:07,
5f501dcf77aa1e0001aa78c9,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-03 00:33,2021-02-15 14:07,
5f50770c77aa1e0001aa78d9,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-03 06:54,2021-02-15 14:07,
5f50772177aa1e0001aa78dd,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-03 06:54,2021-02-15 14:07,
5f5080ca77aa1e0001aa790b,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-03 07:36,2021-02-15 14:07,
5f50d6507eaecf000187e516,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-03 13:41,2021-02-15 14:07,
5f5115b5af30ae0001e621cb,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-03 18:11,2021-02-15 14:07,
5f51467a2e23400001585197,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-03 21:39,2021-02-15 14:07,
5f51510f2e234000015851b3,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,1,0,2020-09-03 22:24,2021-02-15 14:07,
5f5157c12e234000015851ea,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-03 22:53,2021-02-15 14:07,
5f5162fdaf30ae0001e62310,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,3,116,2020-09-03 23:41,2021-02-15 14:07,
5f5163af2e234000015851f9,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-03 23:44,2021-02-15 14:07,
5f51dbdae53f76000106656e,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,3,0,2020-09-04 08:16,2021-02-15 14:07,
5f51ea42e53f7600010665d0,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,0,1,,0,0,2020-09-04 09:18,2021-02-15 14:07,
5f51ec74e53f7600010665f8,2d76471e6f56a63e6f0105dd92db4254,d42c0e46682ec1a404afae4d5cc380e1,e8b55f64846685a7d1b1cf2e6ec63ce4,1,1,,1,52,2020-09-04 09:27,2021-02-15 14:07,
